id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
2554,hyundai i10,2009,petrol & cng,69576,145000,new delhi,171,hatchback,manual,magna 1.2,TRUE,delhi,delhi,FALSE,dl8c,online,hyundai,i10,in_stock,2,89000,,fair,2020,TRUE,3368,21750,FALSE,FALSE
2555,hyundai santro xing,2005,petrol,86673,47000,new delhi,499,hatchback,manual,xo erlx euro ii,FALSE,delhi,delhi,FALSE,dl8c,online,hyundai,santro xing,in_stock,1,0,,great,2020,FALSE,1092,7050,FALSE,FALSE
2556,hyundai i10,2009,petrol & cng,64978,130000,new delhi,198,hatchback,manual,era 1.1 irde,FALSE,panipat,haryana,FALSE,hr06,online,hyundai,i10,in_stock,2,98000,,fair,2020,TRUE,3020,19500,FALSE,FALSE
2557,hyundai santro xing,2004,petrol & cng,164314,35000,new delhi,319,hatchback,manual,xg,FALSE,delhi,delhi,FALSE,dl2c,online,hyundai,santro xing,in_stock,1,22000,,fair,2019,FALSE,813,5250,FALSE,FALSE
2558,hyundai verna,2012,diesel,154868,350000,new delhi,173,sedan,manual,fluidic 1.6 ex crdi,TRUE,delhi,delhi,FALSE,dl7c,online,hyundai,verna,in_stock,1,210000,,fair,2019,TRUE,8130,52500,FALSE,FALSE
2559,mahindra quanto,2013,diesel,64804,200000,new delhi,315,suv,manual,c4,FALSE,delhi,delhi,FALSE,dl12,online,mahindra,quanto,,4,0,,fair,2019,TRUE,4646,30000,FALSE,FALSE
2560,hyundai santro xing,2005,petrol,74383,120000,new delhi,411,hatchback,manual,xg erlx euro iii,FALSE,panchkula,haryana,FALSE,hr03,online,hyundai,santro xing,,1,56000,,overpriced,2019,FALSE,2787,18000,FALSE,FALSE
2561,maruti esteem,2005,petrol & cng,8771,40000,new delhi,406,sedan,manual,lxi,FALSE,delhi,delhi,FALSE,dl9c,online,maruti,esteem,,2,0,,good,2019,FALSE,929,6000,FALSE,FALSE
2562,hyundai i10,2010,petrol,62017,220000,new delhi,253,hatchback,manual,magna 1.2 kappa2,FALSE,rangareddy,andhra pradesh,FALSE,ap28,online,hyundai,i10,,1,161000,,overpriced,2019,TRUE,5110,33000,FALSE,FALSE
2563,honda city zx,2007,petrol,77807,100000,new delhi,226,sedan,manual,gxi,TRUE,delhi,delhi,FALSE,dl3c,online,honda,city zx,,2,73000,,great,2019,FALSE,2323,15000,FALSE,FALSE
2564,hyundai i20,2011,diesel,79493,200000,new delhi,171,hatchback,manual,magna o 1.4 crdi,TRUE,new delhi,delhi,FALSE,dl3c,online,hyundai,i20,,4,117000,,fair,2019,TRUE,4646,30000,FALSE,FALSE
2565,maruti wagon r 1.0,2015,petrol,23829,270000,new delhi,163,hatchback,manual,vxi,FALSE,delhi,delhi,FALSE,dl4c,online,maruti,wagon r 1.0,,1,228000,,great,2019,TRUE,6271,40500,FALSE,TRUE
2566,hyundai accent,2010,petrol & cng,137489,125000,new delhi,363,sedan,manual,executive gle,TRUE,delhi,delhi,FALSE,dl3c,online,hyundai,accent,,1,78000,,overpriced,2019,TRUE,2903,18750,FALSE,TRUE
2567,hyundai i20,2012,diesel,61885,270000,new delhi,133,hatchback,manual,sportz 1.4 crdi 6 speed bs iv,TRUE,delhi,delhi,FALSE,dl10,online,hyundai,i20,,1,216000,,great,2019,TRUE,6271,40500,FALSE,FALSE
2568,ford figo,2010,diesel,66320,85000,new delhi,671,hatchback,manual,1.4 exi duratorq,FALSE,delhi,delhi,FALSE,dl4c,online,ford,figo,,2,0,,great,2019,FALSE,1974,12750,FALSE,FALSE
2569,renault duster,2014,diesel,88748,375000,new delhi,192,suv,manual,85 ps rxl,TRUE,delhi,delhi,FALSE,dl8c,online,renault,duster,,1,282000,,great,2019,TRUE,8710,56250,FALSE,TRUE
2570,maruti celerio,2014,petrol,26156,290000,new delhi,182,hatchback,manual,vxi,FALSE,delhi,delhi,FALSE,dl9c,online,maruti,celerio,,2,0,,fair,2019,TRUE,6736,43500,FALSE,TRUE
2571,maruti sx4,2007,petrol & cng,96578,90000,new delhi,184,sedan,manual,zxi,FALSE,delhi,delhi,FALSE,dl5c,online,maruti,sx4,,4,46000,,fair,2019,FALSE,2090,13500,FALSE,FALSE
2572,maruti ciaz,2017,petrol & cng,22618,850000,new delhi,1155,sedan,automatic,zeta 1.4 vvt amt,FALSE,gurgaon,haryana,FALSE,hr26,online,maruti,ciaz,,2,0,,good,2019,TRUE,19743,127500,FALSE,TRUE
2573,maruti ritz,2011,diesel,123142,200000,new delhi,120,hatchback,manual,ldi,TRUE,delhi,delhi,FALSE,dl8c,online,maruti,ritz,,2,111000,,fair,2019,TRUE,4646,30000,FALSE,TRUE
2574,maruti alto 800,2015,petrol,27134,230000,new delhi,153,hatchback,manual,lxi,TRUE,delhi,delhi,FALSE,dl9c,online,maruti,alto 800,,1,160000,,good,2019,TRUE,5342,34500,FALSE,TRUE
2575,maruti wagon r 1.0,2011,petrol & cng,102748,135000,new delhi,339,hatchback,manual,vxi,TRUE,gurgaon,haryana,FALSE,hr26,online,maruti,wagon r 1.0,,2,93000,,good,2019,TRUE,3136,20250,FALSE,FALSE
2576,toyota fortuner,2010,diesel,102882,710000,new delhi,403,luxury suv,manual,3.0 mt 4x4,TRUE,rohtak,haryana,FALSE,hr12,online,toyota,fortuner,,1,476000,,overpriced,2019,TRUE,16492,106500,FALSE,TRUE
2577,tata indica vista,2010,diesel,61321,90000,new delhi,937,hatchback,manual,aura quadrajet bs iv,FALSE,delhi,delhi,FALSE,dl8c,online,tata,indica vista,,1,35000,,overpriced,2019,FALSE,2090,13500,FALSE,FALSE
2578,maruti sx4,2008,petrol & cng,117269,125000,new delhi,197,sedan,manual,zxi,TRUE,delhi west,delhi,FALSE,dl8c,online,maruti,sx4,,4,51000,,overpriced,2019,TRUE,2903,18750,FALSE,FALSE
2579,skoda rapid,2012,diesel,132885,300000,new delhi,181,sedan,manual,1.6 tdi mt ambition,TRUE,delhi,delhi,FALSE,dl8c,online,skoda,rapid,,1,146000,,overpriced,2019,TRUE,6968,45000,FALSE,FALSE
2580,hyundai verna,2011,diesel,126620,300000,new delhi,194,sedan,manual,fluidic 1.6 sx crdi,TRUE,delhi,delhi,FALSE,dl7c,online,hyundai,verna,,1,211000,,great,2019,TRUE,6968,45000,FALSE,TRUE
2581,maruti swift,2005,petrol & cng,11111,70000,new delhi,348,hatchback,manual,vxi 1.3,FALSE,delhi,delhi,FALSE,dl2c,online,maruti,swift,,4,41000,,great,2019,FALSE,1626,10500,FALSE,FALSE
2582,hyundai grand i10,2014,diesel,98033,300000,new delhi,131,hatchback,manual,sportz 1.1 crdi,TRUE,delhi,delhi,FALSE,dl9c,online,hyundai,grand i10,,1,232000,,great,2019,TRUE,6968,45000,FALSE,FALSE
2583,tata nano,2010,petrol,38329,41000,new delhi,974,hatchback,manual,lx,FALSE,delhi,delhi,FALSE,dl3c,online,tata,nano,,2,0,,overpriced,2019,FALSE,952,6150,FALSE,FALSE
2584,bmw 5 series,2010,diesel,104743,800000,new delhi,448,luxury sedan,automatic,520d,FALSE,panchkula,haryana,FALSE,hr36,online,bmw,5 series,,2,0,,great,2019,TRUE,18582,120000,FALSE,FALSE
2585,volkswagen polo,2011,diesel,80177,180000,new delhi,375,hatchback,manual,trendline 1.2l diesel,TRUE,rampur,uttar pradesh,FALSE,up14,online,volkswagen,polo,,3,93000,,fair,2019,TRUE,4181,27000,FALSE,FALSE
2586,maruti swift,2012,diesel,33679,300000,new delhi,201,hatchback,manual,ldi bs iv,TRUE,delhi,delhi,FALSE,dl8c,online,maruti,swift,,1,223000,,great,2019,TRUE,6968,45000,FALSE,TRUE
2587,maruti wagon r,2005,petrol,118017,45000,new delhi,245,hatchback,manual,lxi,FALSE,delhi,delhi,FALSE,dl5c,online,maruti,wagon r,,3,25000,,good,2019,FALSE,1045,6750,FALSE,FALSE
2588,ford ecosport,2014,diesel,37844,550000,new delhi,156,suv,manual,1.5titanium tdci,TRUE,delhi,delhi,FALSE,dl12,online,ford,ecosport,,1,360000,,good,2019,TRUE,12775,82500,FALSE,FALSE
2589,maruti wagon r,2006,petrol & cng,120827,61000,new delhi,377,hatchback,manual,lxi,FALSE,delhi,delhi,FALSE,dl9c,online,maruti,wagon r,,2,36000,,great,2019,FALSE,1417,9150,FALSE,FALSE
2590,honda accord,2007,petrol & cng,91280,180000,new delhi,288,sedan,automatic,2.4 vti l at,TRUE,delhi,delhi,FALSE,dl1c,online,honda,accord,,3,80000,,overpriced,2019,TRUE,4181,27000,FALSE,FALSE
2591,hyundai santro xing,2005,petrol & cng,88750,50000,new delhi,216,hatchback,manual,xo erlx euro iii,FALSE,delhi,delhi,FALSE,dl8c,online,hyundai,santro xing,,3,26000,,good,2019,FALSE,1161,7500,FALSE,FALSE
2592,maruti swift dzire,2014,diesel,91877,380000,new delhi,119,sedan,manual,vdi bs iv,TRUE,delhi,delhi,FALSE,dl9c,online,maruti,swift dzire,,1,297000,,great,2019,TRUE,8826,57000,FALSE,TRUE
2593,tata indica vista,2009,petrol,62170,80000,new delhi,439,hatchback,manual,aqua safire bs iii,FALSE,delhi,delhi,FALSE,dl10,online,tata,indica vista,,1,0,,fair,2019,FALSE,1858,12000,FALSE,TRUE
2594,hyundai i10,2008,petrol,34155,130000,new delhi,155,hatchback,manual,era,TRUE,new delhi,delhi,FALSE,dl3c,online,hyundai,i10,,2,69000,,fair,2019,TRUE,3020,19500,FALSE,TRUE
2595,honda city zx,2007,petrol,184569,150000,new delhi,145,sedan,manual,gxi,TRUE,new delhi,delhi,FALSE,dl3c,online,honda,city zx,,1,96000,,fair,2019,TRUE,3484,22500,FALSE,FALSE
2596,honda amaze,2016,petrol & cng,60296,340000,new delhi,454,sedan,manual,1.2 emt i vtec,FALSE,delhi west,delhi,FALSE,dl1c,online,honda,amaze,,2,0,,great,2019,TRUE,7897,51000,FALSE,TRUE
2597,renault duster,2013,diesel,74195,450000,new delhi,277,suv,manual,rxz diesel 110,TRUE,delhi,delhi,FALSE,dl8c,online,renault,duster,,1,293000,,good,2019,TRUE,10452,67500,FALSE,FALSE
2598,toyota innova,2011,diesel,233972,400000,new delhi,223,suv,manual,2.5 g4 7 str,FALSE,ghaziabad,uttar pradesh,FALSE,up14,online,toyota,innova,,2,0,,great,2019,TRUE,9291,60000,FALSE,FALSE
2599,honda amaze,2014,diesel,74925,300000,new delhi,147,sedan,manual,1.5 emt i dtec,FALSE,delhi,delhi,FALSE,dl13,online,honda,amaze,,2,281000,,good,2019,TRUE,6968,45000,FALSE,FALSE
2600,hyundai i20,2013,diesel,116868,350000,new delhi,122,hatchback,manual,sportz 1.4 crdi,TRUE,hisar,haryana,FALSE,hr20,online,hyundai,i20,,1,210000,,fair,2019,TRUE,8130,52500,FALSE,TRUE
2601,hyundai santro xing,2005,petrol,100581,65000,new delhi,157,hatchback,manual,xg,FALSE,noida,uttar pradesh,FALSE,up16,online,hyundai,santro xing,,1,45000,,fair,2019,FALSE,1510,9750,FALSE,FALSE
2602,maruti ritz,2011,diesel,68351,175000,new delhi,357,hatchback,manual,vdi,FALSE,delhi,delhi,FALSE,dl8c,online,maruti,ritz,,1,0,,great,2019,TRUE,4065,26250,FALSE,FALSE
2603,hyundai accent,2008,petrol & cng,76226,100000,new delhi,204,sedan,manual,executive gle,FALSE,faridabad,haryana,FALSE,hr29,online,hyundai,accent,,2,40000,,overpriced,2019,FALSE,2323,15000,FALSE,FALSE
2604,hyundai i10,2009,petrol & cng,58274,140000,new delhi,160,hatchback,manual,magna 1.1 irde2,TRUE,new delhi,delhi,FALSE,dl10,online,hyundai,i10,,2,84000,,good,2019,TRUE,3252,21000,FALSE,TRUE
2605,maruti wagon r,2005,petrol,87990,65000,new delhi,219,hatchback,manual,lxi,FALSE,delhi,delhi,FALSE,dl9c,online,maruti,wagon r,,3,0,,overpriced,2019,FALSE,1510,9750,FALSE,FALSE
2606,honda city zx,2007,petrol,94111,99000,new delhi,60,,,1.5 exi,FALSE,delhi,delhi,FALSE,dl7c,online,honda,city zx,,4,0,,good,2019,FALSE,2300,14850,FALSE,FALSE
2607,maruti swift dzire,2011,diesel,100919,275000,new delhi,15,sedan,manual,vdi bs iv,TRUE,delhi,delhi,FALSE,dl8c,online,maruti,swift dzire,,1,202000,,good,2019,TRUE,6388,41250,FALSE,TRUE
2608,hyundai grand i10,2017,petrol,13733,460000,new delhi,163,hatchback,manual,asta 1.2 kappa vtvt,TRUE,delhi,delhi,FALSE,dl9c,online,hyundai,grand i10,,2,360000,,great,2019,TRUE,10685,69000,FALSE,TRUE
2609,ford figo,2011,diesel,76924,130000,new delhi,320,hatchback,manual,1.4 exi duratorq,FALSE,delhi west,delhi,FALSE,dl4c,online,ford,figo,,2,0,,fair,2019,TRUE,3020,19500,FALSE,FALSE
2610,hyundai xcent,2014,petrol,108151,300000,new delhi,61,sedan,manual,s 1.2 opt,TRUE,delhi,delhi,FALSE,dl3c,online,hyundai,xcent,,1,222000,,great,2019,TRUE,6968,45000,FALSE,TRUE
2611,hyundai santro xing,2005,petrol,229898,35000,new delhi,293,hatchback,manual,xp,FALSE,delhi,delhi,FALSE,dl4c,online,hyundai,santro xing,,3,0,,great,2019,FALSE,813,5250,FALSE,FALSE
2612,hyundai santro xing,2005,petrol,79908,60000,new delhi,200,hatchback,manual,xl erlx euro ii,FALSE,delhi,delhi,FALSE,dl3c,online,hyundai,santro xing,,3,25000,,overpriced,2019,FALSE,1394,9000,FALSE,FALSE
2613,toyota etios,2012,diesel,153409,310000,new delhi,63,sedan,manual,gd,TRUE,delhi,delhi,FALSE,dl7c,online,toyota,etios,,1,193000,,good,2019,TRUE,7201,46500,FALSE,FALSE
2614,maruti wagon r 1.0,2010,petrol & cng,104508,155000,new delhi,120,hatchback,manual,lxi cng,FALSE,delhi,delhi,FALSE,dl5c,online,maruti,wagon r 1.0,,2,105000,,fair,2019,TRUE,3600,23250,FALSE,FALSE
2615,hyundai eon,2018,petrol,5360,400000,new delhi,67,hatchback,manual,era plus (o),TRUE,new delhi,delhi,FALSE,dl11,online,hyundai,eon,,1,235000,,fair,2019,TRUE,9291,60000,FALSE,TRUE
2616,maruti wagon r,2007,petrol & cng,94540,100000,new delhi,57,hatchback,manual,lxi minor,FALSE,delhi,delhi,FALSE,dl7c,online,maruti,wagon r,,1,41000,,overpriced,2019,FALSE,2323,15000,FALSE,FALSE
2617,honda city,2011,petrol & cng,139756,350000,new delhi,268,sedan,manual,s mt petrol,TRUE,new delhi,delhi,FALSE,dl8c,online,honda,city,,2,190000,,fair,2019,TRUE,8130,52500,FALSE,TRUE
2618,mahindra xuv500,2012,diesel,84798,435000,new delhi,622,suv,manual,w8 fwd,FALSE,delhi,delhi,FALSE,dl1c,,mahindra,xuv500,,2,0,,great,2019,TRUE,10104,65250,FALSE,FALSE
2619,maruti swift dzire,2012,diesel,41228,360000,new delhi,203,sedan,manual,zdi,FALSE,delhi,delhi,FALSE,dl9c,,maruti,swift dzire,,1,309000,,great,2019,TRUE,8362,54000,FALSE,FALSE
2620,maruti swift,2012,diesel,87626,325000,new delhi,67,hatchback,manual,vdi,FALSE,delhi,delhi,FALSE,dl9c,,maruti,swift,,2,277000,,great,2019,TRUE,7549,48750,FALSE,FALSE
2621,hyundai santro xing,2008,petrol & cng,59294,125000,new delhi,140,hatchback,manual,gl,FALSE,delhi,delhi,FALSE,dl7c,,hyundai,santro xing,,1,82000,,fair,2019,TRUE,2903,18750,FALSE,FALSE
2622,maruti swift,2009,petrol & cng,77972,173000,new delhi,114,hatchback,manual,lxi 1.3,FALSE,delhi,delhi,FALSE,dl2c,,maruti,swift,,1,134000,,good,2019,TRUE,4018,25950,FALSE,FALSE
2623,hyundai verna,2014,diesel,121137,468000,new delhi,164,sedan,automatic,fluidic 1.6 crdi sx opt at,FALSE,ghaziabad,uttar pradesh,FALSE,up14,,hyundai,verna,,1,460000,,good,2019,TRUE,10870,70200,FALSE,FALSE
2624,maruti swift dzire,2014,diesel,55941,475000,new delhi,45,sedan,manual,vdi bs iv,FALSE,delhi,delhi,FALSE,dl12,,maruti,swift dzire,,1,340000,,good,2019,TRUE,11033,71250,FALSE,FALSE
2625,maruti eeco,2013,petrol,29404,225000,new delhi,61,suv,manual,5 str with ac plushtr,FALSE,delhi,delhi,FALSE,dl2c,,maruti,eeco,,1,204000,,good,2019,TRUE,5226,33750,FALSE,FALSE
2626,maruti swift dzire,2014,petrol,24419,432000,new delhi,141,sedan,manual,vxi 1.2 bs iv,TRUE,delhi,delhi,FALSE,dl5c,,maruti,swift dzire,,1,366000,,good,2019,TRUE,10034,64800,FALSE,FALSE
2627,hyundai santro xing,2005,petrol & cng,86869,55000,new delhi,104,hatchback,manual,xl erlx euro iii,FALSE,delhi,delhi,FALSE,dl4c,,hyundai,santro xing,,4,44000,,good,2019,FALSE,1278,8250,FALSE,FALSE
2628,maruti eeco,2016,petrol & cng,41002,300000,new delhi,93,suv,manual,5 str cng with ac plushtr,FALSE,delhi,delhi,FALSE,dl3c,,maruti,eeco,,1,243000,,good,2019,TRUE,6968,45000,FALSE,FALSE
2629,hyundai i10,2013,petrol & cng,60643,250000,new delhi,53,hatchback,manual,magna 1.1 irde2,FALSE,delhi,delhi,FALSE,dl10,,hyundai,i10,,2,157000,,good,2019,TRUE,5807,37500,FALSE,FALSE
2630,maruti a star,2009,petrol & cng,81973,90000,new delhi,289,hatchback,manual,vxi,FALSE,delhi,delhi,FALSE,dl4c,,maruti,a star,,1,65000,,great,2019,FALSE,2090,13500,FALSE,FALSE
2631,honda amaze,2013,diesel,98812,345000,new delhi,23,sedan,manual,1.5 smt i dtec,FALSE,new delhi,delhi,FALSE,dl4c,,honda,amaze,,1,223000,,good,2019,TRUE,8013,51750,FALSE,FALSE
2632,ford ecosport,2015,diesel,45955,680000,new delhi,65,suv,manual,1.5titanium tdci,FALSE,new delhi,delhi,FALSE,dl8c,,ford,ecosport,,2,443000,,good,2019,TRUE,15795,102000,FALSE,FALSE
2633,honda amaze,2014,diesel,54854,350000,new delhi,496,sedan,manual,1.5 smt i dtec,FALSE,new delhi,delhi,FALSE,dl9c,,honda,amaze,,2,0,,great,2019,TRUE,8130,52500,FALSE,FALSE
2634,hyundai accent,2005,petrol,55310,65000,new delhi,95,sedan,manual,gle,FALSE,new delhi,delhi,FALSE,dl4c,,hyundai,accent,,1,46000,,good,2019,FALSE,1510,9750,FALSE,FALSE
2635,maruti ertiga,2016,diesel,49443,600000,new delhi,248,suv,manual,vdi shvs,FALSE,delhi,delhi,FALSE,dl5c,,maruti,ertiga,,2,498000,,great,2019,TRUE,13937,90000,FALSE,FALSE
2636,mahindra xuv500,2013,diesel,66752,650000,new delhi,126,suv,manual,w8 fwd,FALSE,delhi,delhi,FALSE,dl4c,,mahindra,xuv500,,1,503000,,good,2019,TRUE,15098,97500,FALSE,FALSE
2637,hyundai santro xing,2008,petrol & cng,166582,80000,new delhi,104,hatchback,manual,gls,FALSE,delhi,delhi,FALSE,dl3c,,hyundai,santro xing,,2,49000,,good,2019,FALSE,1858,12000,FALSE,FALSE
2638,toyota etios liva,2014,diesel,75738,330000,new delhi,132,hatchback,manual,d 4d gd,FALSE,delhi,delhi,FALSE,dl9c,,toyota,etios liva,,1,274000,,great,2019,TRUE,7665,49500,FALSE,FALSE
2639,maruti swift dzire,2014,diesel,76854,340000,new delhi,26,sedan,manual,ldi bs iv,FALSE,delhi,delhi,FALSE,dl8c,,maruti,swift dzire,,1,269000,,great,2019,TRUE,7897,51000,FALSE,FALSE
2640,maruti swift,2010,petrol,70893,170000,new delhi,161,hatchback,manual,lxi,FALSE,delhi,delhi,FALSE,dl8c,,maruti,swift,,2,138000,,good,2019,TRUE,3949,25500,FALSE,FALSE
2641,toyota corolla altis,2015,diesel,24194,1250000,new delhi,239,luxury sedan,manual,d 4d j,FALSE,new delhi,delhi,FALSE,dl10,,toyota,corolla altis,,1,899000,,overpriced,2019,TRUE,29034,187500,FALSE,FALSE
2642,maruti wagon r,2005,petrol,103783,58000,new delhi,65,hatchback,manual,vxi bs iii,FALSE,delhi,delhi,FALSE,dl2c,,maruti,wagon r,,2,26000,,fair,2019,FALSE,1347,8700,FALSE,FALSE
2643,maruti swift dzire,2009,diesel,191626,175000,new delhi,136,sedan,manual,ldi,FALSE,delhi,delhi,FALSE,dl4c,,maruti,swift dzire,,1,143000,,good,2019,TRUE,4065,26250,FALSE,FALSE
2644,ford fiesta,2007,petrol,95318,100000,new delhi,168,sedan,manual,1.6 sxi abs,FALSE,delhi,delhi,FALSE,dl9c,,ford,fiesta,,1,59000,,fair,2019,FALSE,2323,15000,FALSE,FALSE
2645,maruti swift,2009,petrol,61167,210000,new delhi,48,hatchback,manual,zxi 1.3,FALSE,new delhi,delhi,FALSE,dl8c,,maruti,swift,,2,153000,,overpriced,2019,TRUE,4878,31500,FALSE,FALSE
2646,honda brio,2015,petrol,14170,361699,mumbai,15681,hatchback,manual,1.2 s mt i vtec,TRUE,mumbai,maharashtra,TRUE,mh02,inperson_sale,honda,brio,in_stock,1,354974,361799,great,2021,TRUE,8401,54255,FALSE,FALSE
2647,maruti wagon r 1.0,2013,petrol,15534,278299,mumbai,4244,hatchback,manual,vxi,TRUE,panvel,maharashtra,TRUE,mh46,inperson_sale,maruti,wagon r 1.0,in_stock,1,260000,351812,great,2020,TRUE,6464,41745,FALSE,TRUE
2648,hyundai i10,2012,petrol,39357,292699,mumbai,2006,hatchback,manual,magna 1.2 kappa2,FALSE,mumbai,maharashtra,TRUE,mh02,inperson_sale,hyundai,i10,in_stock,1,280899,,great,2021,TRUE,6799,43905,FALSE,FALSE
2649,maruti wagon r,2009,petrol,21020,171699,mumbai,3144,hatchback,manual,lxi,TRUE,mumbai,maharashtra,TRUE,mh01,inperson_sale,maruti,wagon r,in_transit,1,155801,,good,2021,TRUE,3988,25755,TRUE,FALSE
2650,hyundai i20,2012,petrol,46859,263499,mumbai,15314,hatchback,manual,sportz 1.2 vtvt,TRUE,mumbai east,maharashtra,TRUE,mh03,inperson_sale,hyundai,i20,in_stock,3,267885,310005,great,2020,TRUE,6120,39525,FALSE,FALSE
2651,maruti alto k10,2016,petrol,25943,325199,mumbai,1575,hatchback,,vxi amt,FALSE,mumbai,maharashtra,TRUE,mh47,inperson_sale,maruti,alto k10,in_stock,1,322019,325299,great,2021,TRUE,7554,48780,FALSE,FALSE
2652,hyundai i10,2011,petrol,26755,248499,mumbai,1574,hatchback,automatic,sportz 1.2 at kappa2,FALSE,thane,maharashtra,TRUE,mh02,inperson_sale,hyundai,i10,in_stock,3,212000,,great,2021,TRUE,5772,37275,FALSE,FALSE
2653,hyundai grand i10,2014,petrol,24155,390099,mumbai,1543,hatchback,manual,asta 1.2 kappa vtvt opt,TRUE,mumbai west,maharashtra,TRUE,mh04,inperson_sale,hyundai,grand i10,in_stock,1,374887,,great,2021,TRUE,9061,58515,FALSE,FALSE
2654,maruti swift,2013,petrol,35746,381299,mumbai,3248,hatchback,manual,zxi,TRUE,dombivali,maharashtra,TRUE,mh46,inperson_sale,maruti,swift,in_stock,2,354212,,great,2021,TRUE,8857,57195,FALSE,FALSE
2655,maruti alto k10,2016,petrol,18998,259999,mumbai,1091,hatchback,manual,vxi,TRUE,navi mumbai,maharashtra,TRUE,mh43,inperson_sale,maruti,alto k10,in_stock,2,251410,291890,great,2021,TRUE,6039,39000,TRUE,FALSE
2656,maruti alto 800,2012,petrol,16259,216099,mumbai,2677,hatchback,manual,lxi,TRUE,thane,maharashtra,TRUE,mh04,inperson_sale,maruti,alto 800,in_stock,1,219746,216199,great,2021,TRUE,5019,32415,FALSE,FALSE
2657,hyundai grand i10,2014,petrol,35944,401199,mumbai,1335,hatchback,manual,sports 1.2 vtvt,TRUE,vasai,maharashtra,TRUE,mh48,inperson_sale,hyundai,grand i10,in_stock,1,388729,,great,2021,TRUE,9319,60180,FALSE,FALSE
2658,maruti wagon r 1.0,2013,petrol,17240,305399,mumbai,2260,hatchback,manual,vxi,TRUE,thane,maharashtra,TRUE,mh04,inperson_sale,maruti,wagon r 1.0,in_stock,1,307108,305499,great,2021,TRUE,7094,45810,FALSE,FALSE
2659,maruti swift dzire,2009,petrol,42533,282199,mumbai,1582,sedan,manual,vxi,TRUE,mumbai west,maharashtra,TRUE,mh01,inperson_sale,maruti,swift dzire,in_stock,2,247403,,good,2021,TRUE,6555,42330,FALSE,FALSE
2660,maruti alto 800,2014,petrol,31889,211199,mumbai,2492,hatchback,manual,lxi,TRUE,mumbai east,maharashtra,TRUE,mh03,inperson_sale,maruti,alto 800,in_stock,1,211813,211299,great,2021,TRUE,4906,31680,FALSE,FALSE
2661,honda brio,2014,petrol,45701,284599,mumbai,2434,hatchback,manual,1.2 s mt i vtec,TRUE,mumbai,maharashtra,TRUE,mh01,inperson_sale,honda,brio,in_stock,1,282900,284699,great,2021,TRUE,6611,42690,FALSE,FALSE
2662,honda brio,2012,petrol,19373,334699,mumbai,886,hatchback,manual,1.2 s mt i vtec,TRUE,mumbai,maharashtra,TRUE,mh01,inperson_sale,honda,brio,in_stock,1,311800,,great,2021,TRUE,7774,50205,FALSE,FALSE
2663,hyundai i20 active,2016,petrol,22069,524899,mumbai,5635,hatchback,manual,1.2 s,TRUE,mumbai,maharashtra,TRUE,mh01,inperson_sale,hyundai,i20 active,in_stock,2,530910,532410,great,2021,TRUE,12192,78735,FALSE,FALSE
2664,maruti wagon r 1.0,2013,petrol,17781,316299,mumbai,1343,hatchback,manual,vxi,TRUE,thane,maharashtra,TRUE,mh04,inperson_sale,maruti,wagon r 1.0,in_stock,1,311462,320699,great,2021,TRUE,7347,47445,FALSE,FALSE
2665,maruti s presso,2019,petrol,5007,408299,mumbai,4454,hatchback,,vxi (o),TRUE,virar,maharashtra,TRUE,mh48,inperson_sale,maruti,s presso,in_stock,1,375000,,great,2021,TRUE,9484,61245,FALSE,FALSE
2666,honda brio,2012,petrol,42049,328099,mumbai,516,hatchback,manual,1.2 s mt i vtec,TRUE,mumbai east,maharashtra,TRUE,mh03,inperson_sale,honda,brio,in_stock,1,321745,328199,great,2021,TRUE,7621,49215,FALSE,FALSE
2667,maruti wagon r 1.0,2010,petrol,23333,235599,mumbai,516,hatchback,manual,vxi,TRUE,mumbai,maharashtra,TRUE,mh02,inperson_sale,maruti,wagon r 1.0,in_stock,2,236527,235699,great,2021,TRUE,5472,35340,FALSE,FALSE
